t_series
2023-01-23 17:54:54
2023-01-23 17:55:14
2023-01-23 17:55:34
2023-01-23 17:55:54
2023-01-23 17:56:14
2023-01-23 17:56:34
2023-01-23 17:56:54
2023-01-23 17:57:14
2023-01-23 17:57:34
2023-01-23 17:57:54
2023-01-23 17:58:15
2023-01-23 17:58:35
2023-01-23 17:58:55
2023-01-23 17:59:15
2023-01-23 17:59:35
2023-01-23 17:59:55
2023-01-23 18:00:15
2023-01-23 18:00:35
2023-01-23 18:00:55
2023-01-23 18:01:15
2023-01-23 18:01:35
2023-01-23 18:01:55
2023-01-23 18:02:15
2023-01-23 18:02:35
2023-01-23 18:02:55
2023-01-23 18:03:15
2023-01-23 18:03:35
2023-01-23 18:03:55
2023-01-23 18:04:15
2023-01-23 18:04:35
2023-01-23 18:04:55
2023-01-23 18:05:15
2023-01-23 18:05:35
2023-01-23 18:05:55
2023-01-23 18:06:15
2023-01-23 18:06:35
2023-01-23 18:06:55
2023-01-23 18:07:15
2023-01-23 18:07:35
2023-01-23 18:07:55
2023-01-23 18:08:15
2023-01-23 18:08:35
2023-01-23 18:08:55
2023-01-23 18:09:15
2023-01-23 18:09:35
2023-01-23 18:09:55
2023-01-23 18:10:15
2023-01-23 18:10:35
2023-01-23 18:10:55
2023-01-23 18:11:15
2023-01-23 18:11:35
2023-01-23 18:11:55
2023-01-23 18:12:15
2023-01-23 18:12:35
2023-01-23 18:12:55
2023-01-23 18:13:15
2023-01-23 18:13:35
2023-01-23 18:13:55
2023-01-23 18:14:15
2023-01-23 18:14:35
2023-01-23 18:14:55
2023-01-23 18:15:15
2023-01-23 18:15:35
2023-01-23 18:15:55
2023-01-23 18:16:15
2023-01-23 18:16:35
2023-01-23 18:16:55
2023-01-23 18:17:15
2023-01-23 18:17:35
2023-01-23 18:17:55
2023-01-23 18:18:15
2023-01-23 18:18:35
2023-01-23 18:18:55
2023-01-23 18:19:15
2023-01-23 18:19:35
2023-01-23 18:19:55
2023-01-23 18:20:15
2023-01-23 18:20:35
2023-01-23 18:20:55
2023-01-23 18:21:15
2023-01-23 18:21:35
2023-01-23 18:21:55
2023-01-23 18:22:15
2023-01-23 18:22:35
2023-01-23 18:22:55
2023-01-23 18:23:15
2023-01-23 18:23:35
2023-01-23 18:23:55
2023-01-23 18:24:15
2023-01-23 18:24:35
2023-01-23 18:24:56
2023-01-23 18:25:16
2023-01-23 18:25:36
2023-01-23 18:25:56
2023-01-23 18:26:16
2023-01-23 18:26:36
2023-01-23 18:26:56
2023-01-23 18:27:16
2023-01-23 18:27:36
2023-01-23 18:27:56
2023-01-23 18:28:16
2023-01-23 18:28:36
2023-01-23 18:28:56
2023-01-23 18:29:16
2023-01-23 18:29:36
2023-01-23 18:29:56
2023-01-23 18:30:16
2023-01-23 18:30:36
2023-01-23 18:30:56
2023-01-23 18:31:16
2023-01-23 18:31:36
2023-01-23 18:31:56
2023-01-23 18:32:16
2023-01-23 18:32:36
2023-01-23 18:32:56
2023-01-23 18:33:16
2023-01-23 18:33:36
2023-01-23 18:33:56
2023-01-23 18:34:16
2023-01-23 18:34:36
2023-01-23 18:34:56
2023-01-23 18:35:16
2023-01-23 18:35:36
2023-01-23 18:35:56
2023-01-23 18:36:16
2023-01-23 18:36:36
2023-01-23 18:36:56
2023-01-23 18:37:16
2023-01-23 18:37:36
2023-01-23 18:37:56
2023-01-23 18:38:16
2023-01-23 18:38:36
2023-01-23 18:38:56
2023-01-23 18:39:16
2023-01-23 18:39:36
2023-01-23 18:39:56
2023-01-23 18:40:16
2023-01-23 18:40:36
2023-01-23 18:40:56
2023-01-23 18:41:16
2023-01-23 18:41:36
2023-01-23 18:41:56
2023-01-23 18:42:16
2023-01-23 18:42:36
2023-01-23 18:42:56
2023-01-23 18:43:16
2023-01-23 18:43:36
2023-01-23 18:43:56
2023-01-23 18:44:16
2023-01-23 18:44:36
2023-01-23 18:44:56
2023-01-23 18:45:16
2023-01-23 18:45:36
2023-01-23 18:45:56
2023-01-23 18:46:16
2023-01-23 18:46:36
2023-01-23 18:46:56
2023-01-23 18:47:16
2023-01-23 18:47:36
2023-01-23 18:47:56
2023-01-23 18:48:16
2023-01-23 18:48:36
2023-01-23 18:48:56
2023-01-23 18:49:16
2023-01-23 18:49:36
2023-01-23 18:49:56
2023-01-23 18:50:16
2023-01-23 18:50:36
2023-01-23 18:50:56
2023-01-23 18:51:16
2023-01-23 18:51:37
2023-01-23 18:51:57
2023-01-23 18:52:17
2023-01-23 18:52:37
2023-01-23 18:52:57
2023-01-23 18:53:17
2023-01-23 18:53:37
2023-01-23 18:53:57
2023-01-23 18:54:17
2023-01-23 18:54:37
2023-01-23 18:54:57
2023-01-23 18:55:17
2023-01-23 18:55:37
2023-01-23 18:55:57
2023-01-23 18:56:17
2023-01-23 18:56:37
2023-01-23 18:56:57
2023-01-23 18:57:17
2023-01-23 18:57:37
2023-01-23 18:57:57
2023-01-23 18:58:17
2023-01-23 18:58:37
2023-01-23 18:58:57
2023-01-23 18:59:17
2023-01-23 18:59:37
2023-01-23 18:59:57
2023-01-23 19:00:17
2023-01-23 19:00:37
2023-01-23 19:00:57
2023-01-23 19:01:17
2023-01-23 19:01:37
2023-01-23 19:01:57
2023-01-23 19:02:17
2023-01-23 19:02:37
2023-01-23 19:02:57
2023-01-23 19:03:17
2023-01-23 19:03:37
2023-01-23 19:03:57
2023-01-23 19:04:17
2023-01-23 19:04:37
2023-01-23 19:04:57
2023-01-23 19:05:17
2023-01-23 19:05:37
2023-01-23 19:05:57
2023-01-23 19:06:17
2023-01-23 19:06:37
2023-01-23 19:06:57
2023-01-23 19:07:17
2023-01-23 19:07:37
2023-01-23 19:07:57
2023-01-23 19:08:17
2023-01-23 19:08:37
2023-01-23 19:08:57
2023-01-23 19:09:17
2023-01-23 19:09:37
2023-01-23 19:09:57
2023-01-23 19:10:17
2023-01-23 19:10:37
2023-01-23 19:10:57
2023-01-23 19:11:17
2023-01-23 19:11:37
2023-01-23 19:11:57
2023-01-23 19:12:17
2023-01-23 19:12:37
2023-01-23 19:12:57
2023-01-23 19:13:17
2023-01-23 19:13:37
2023-01-23 19:13:57
2023-01-23 19:14:17
2023-01-23 19:14:37
2023-01-23 19:14:57
2023-01-23 19:15:17
2023-01-23 19:15:37
2023-01-23 19:15:57
2023-01-23 19:16:17
2023-01-23 19:16:37
2023-01-23 19:16:57
2023-01-23 19:17:17
2023-01-23 19:17:37
2023-01-23 19:17:57
2023-01-23 19:18:18
2023-01-23 19:18:38
2023-01-23 19:18:58
2023-01-23 19:19:18
2023-01-23 19:19:38
2023-01-23 19:19:58
2023-01-23 19:20:18
2023-01-23 19:20:38
2023-01-23 19:20:58
2023-01-23 19:21:18
2023-01-23 19:21:38
2023-01-23 19:21:58
2023-01-23 19:22:18
2023-01-23 19:22:38
2023-01-23 19:22:58
2023-01-23 19:23:18
2023-01-23 19:23:38
2023-01-23 19:23:58
2023-01-23 19:24:18
2023-01-23 19:24:38
2023-01-23 19:24:58
2023-01-23 19:25:18
2023-01-23 19:25:38
2023-01-23 19:25:58
2023-01-23 19:26:18
2023-01-23 19:26:38
2023-01-23 19:26:58
2023-01-23 19:27:18
2023-01-23 19:27:38
2023-01-23 19:27:58
2023-01-23 19:28:18
2023-01-23 19:28:38
2023-01-23 19:28:58
2023-01-23 19:29:18
2023-01-23 19:29:38
2023-01-23 19:29:58
2023-01-23 19:30:18
2023-01-23 19:30:38
2023-01-23 19:30:58
2023-01-23 19:31:18
2023-01-23 19:31:38
2023-01-23 19:31:58
2023-01-23 19:32:18
2023-01-23 19:32:38
2023-01-23 19:32:58
2023-01-23 19:33:18
2023-01-23 19:33:38
2023-01-23 19:33:58
2023-01-23 19:34:18
2023-01-23 19:34:38
2023-01-23 19:34:58
2023-01-23 19:35:18
2023-01-23 19:35:38
2023-01-23 19:35:58
2023-01-23 19:36:18
2023-01-23 19:36:38
2023-01-23 19:36:58
2023-01-23 19:37:18
2023-01-23 19:37:38
2023-01-23 19:37:58
2023-01-23 19:38:18
2023-01-23 19:38:38
2023-01-23 19:38:58
2023-01-23 19:39:18
2023-01-23 19:39:38
2023-01-23 19:39:58
2023-01-23 19:40:18
2023-01-23 19:40:38
2023-01-23 19:40:58
2023-01-23 19:41:18
2023-01-23 19:41:38
2023-01-23 19:41:58
2023-01-23 19:42:18
2023-01-23 19:42:38
2023-01-23 19:42:58
2023-01-23 19:43:18
2023-01-23 19:43:38
2023-01-23 19:43:58
2023-01-23 19:44:18
2023-01-23 19:44:38
2023-01-23 19:44:59
2023-01-23 19:45:19
2023-01-23 19:45:39
2023-01-23 19:45:59
2023-01-23 19:46:19
2023-01-23 19:46:39
2023-01-23 19:46:59
2023-01-23 19:47:19
2023-01-23 19:47:39
2023-01-23 19:47:59
2023-01-23 19:48:19
2023-01-23 19:48:39
2023-01-23 19:48:59
2023-01-23 19:49:19
2023-01-23 19:49:39
2023-01-23 19:49:59
2023-01-23 19:50:19
2023-01-23 19:50:39
2023-01-23 19:50:59
2023-01-23 19:51:19
2023-01-23 19:51:39
2023-01-23 19:51:59
2023-01-23 19:52:19
2023-01-23 19:52:39
2023-01-23 19:52:59
2023-01-23 19:53:19
2023-01-23 19:53:39
2023-01-23 19:53:59
2023-01-23 19:54:19
2023-01-23 19:54:39
2023-01-23 19:54:59
2023-01-23 19:55:19
2023-01-23 19:55:39
2023-01-23 19:55:59
2023-01-23 19:56:19
2023-01-23 19:56:39
2023-01-23 19:56:59
2023-01-23 19:57:19
2023-01-23 19:57:39
2023-01-23 19:57:59
2023-01-23 19:58:19
2023-01-23 19:58:39
2023-01-23 19:58:59
2023-01-23 19:59:19
2023-01-23 19:59:39
2023-01-23 19:59:59
2023-01-23 20:00:19
2023-01-23 20:00:39
2023-01-23 20:00:59
2023-01-23 20:01:19
2023-01-23 20:01:39
2023-01-23 20:01:59
2023-01-23 20:02:19
2023-01-23 20:02:39
2023-01-23 20:02:59
2023-01-23 20:03:19
2023-01-23 20:03:39
2023-01-23 20:03:59
2023-01-23 20:04:19
2023-01-23 20:04:39
2023-01-23 20:04:59
2023-01-23 20:05:19
2023-01-23 20:05:39
2023-01-23 20:05:59
2023-01-23 20:06:19
2023-01-23 20:06:39
2023-01-23 20:06:59
2023-01-23 20:07:20
2023-01-23 20:07:40
2023-01-23 20:08:00
2023-01-23 20:08:20
2023-01-23 20:08:40
2023-01-23 20:09:00
2023-01-23 20:09:20
2023-01-23 20:09:40
2023-01-23 20:10:00
2023-01-23 20:10:20
2023-01-23 20:10:40
2023-01-23 20:11:00
2023-01-23 20:11:20
2023-01-23 20:11:40
2023-01-23 20:12:00
2023-01-23 20:12:20
2023-01-23 20:12:40
2023-01-23 20:13:00
2023-01-23 20:13:20
2023-01-23 20:13:40
2023-01-23 20:14:00
2023-01-23 20:14:20
2023-01-23 20:14:40
2023-01-23 20:15:00
2023-01-23 20:15:20
2023-01-23 20:15:40
2023-01-23 20:16:00
2023-01-23 20:16:20
2023-01-23 20:16:40
2023-01-23 20:17:00
2023-01-23 20:17:20
2023-01-23 20:17:40
2023-01-23 20:18:00
2023-01-23 20:18:20
2023-01-23 20:18:40
2023-01-23 20:19:00
2023-01-23 20:19:20
2023-01-23 20:19:40
2023-01-23 20:20:00
2023-01-23 20:20:20
2023-01-23 20:20:40
2023-01-23 20:21:00
2023-01-23 20:21:20
2023-01-23 20:21:40
2023-01-23 20:22:00
2023-01-23 20:22:20
2023-01-23 20:22:40
2023-01-23 20:23:00
2023-01-23 20:23:20
2023-01-23 20:23:40
2023-01-23 20:24:00
2023-01-23 20:24:20
2023-01-23 20:24:40
2023-01-23 20:25:03
2023-01-23 20:25:23
2023-01-23 20:25:43
2023-01-23 20:26:03
2023-01-23 20:26:23
2023-01-23 20:26:43
2023-01-23 20:27:03
2023-01-23 20:27:23
2023-01-23 20:27:43
2023-01-23 20:28:03
2023-01-23 20:28:23
2023-01-23 20:28:43
2023-01-23 20:29:03
2023-01-23 20:29:23
2023-01-23 20:29:43
2023-01-23 20:30:03
2023-01-23 20:30:23
2023-01-23 20:30:43
2023-01-23 20:31:03
2023-01-23 20:31:23
2023-01-23 20:31:43
2023-01-23 20:32:03
2023-01-23 20:32:23
2023-01-23 20:32:43
2023-01-23 20:33:03
2023-01-23 20:33:23
2023-01-23 20:33:43
2023-01-23 20:34:03
2023-01-23 20:34:23
2023-01-23 20:34:43
2023-01-23 20:35:03
2023-01-23 20:35:23
2023-01-23 20:35:43
2023-01-23 20:36:03
2023-01-23 20:36:24
2023-01-23 20:36:44
2023-01-23 20:37:04
2023-01-23 20:37:24
2023-01-23 20:37:44
2023-01-23 20:38:04
2023-01-23 20:38:24
2023-01-23 20:38:44
2023-01-23 20:39:04
2023-01-23 20:39:24
2023-01-23 20:39:44
2023-01-23 20:40:04
2023-01-23 20:40:24
2023-01-23 20:40:44
2023-01-23 20:41:04
2023-01-23 20:41:24
2023-01-23 20:41:44
2023-01-23 20:42:04
2023-01-23 20:42:24
2023-01-23 20:42:39
2023-01-23 20:43:08
2023-01-23 20:43:28
2023-01-23 20:43:48
2023-01-23 20:44:08
2023-01-23 20:44:28
2023-01-23 20:44:48
2023-01-23 20:45:08
2023-01-23 20:45:28
2023-01-23 20:45:48
2023-01-23 20:46:08
2023-01-23 20:46:28
2023-01-23 20:46:48
2023-01-23 20:47:08
2023-01-23 20:47:28
2023-01-23 20:47:48
2023-01-23 20:48:08
2023-01-23 20:48:28
2023-01-23 20:48:48
2023-01-23 20:49:08
2023-01-23 20:49:28
2023-01-23 20:49:48
2023-01-23 20:50:08
2023-01-23 20:50:28
2023-01-23 20:50:48
